"Reservoir","Reservoir_type","Year","Cyanobacteria_Max_cells/ml","logCyanoMax_cells/ml","Chlorophyll_a_ug/l","Secchi_cm","TP_ppb","P_dissolved_ppb","TKN_ppm","NH3_ppm","NOx_ppm","TOC_ppm","Alkalinity_ppm","NH36to8inflow_ppm","TKN6to8inflow_ppm","NOx6to8inflow_ppm","TP6to8inflow_ppb","TOC6to8inflow_ppm","Summer_precip_inches","Summer_precip_Z-score","mayST_Celsius","junST_Celsius","julST_Celsius","augST_Celsius","mayDO_mg/l","junDO_mg/l","mayDT_Celsius","junDT_Celsius","julDT_Celsius","augDT_Celsius"
"CMR",3,2010,"195379.8","5.291","na","31.0","32.0","na","0.650","0.025","1.400","4.40","110.0","0.000","1.500","1.500","180.0","8.0",11.91,-0.213,"20.70","26.98","28.38","29.08","2.09","-0.04","16.22","18.20","23.74","24.30"
"CMR",3,2015,"344742.1","5.537","6.05","37.0","27.3","na","1.333","0.140","0.354","4.90","145.2","0.164","0.800","0.849","60.0","3.0",11.64,-0.283,"na","na","na","27.08","na","na","na","na","na","22.00"
"CMR",3,2018,"1136676.0","6.056","23.83","41.0","93.1","46.6","1.259","0.167","0.268","8.43","114.0","0.163","0.375","0.328","161.0","3.9",12.09,-0.167,"21.63","27.20","29.53","27.01","5.41","-0.08","10.43","14.86","20.33","21.50"
"CRR",1,1990,"na","na","1.00","118.0","na","na","na","na","na","na","na","na","na","na","na","na",14.52,0.182,"17.72","23.26","27.07","26.82","8.10","5.04","11.41","15.34","16.03","17.18"
"CRR",1,1991,"na","na","na","na","na","na","na","0.050","na","1.00","28.5","0.025","0.175","0.163","36.0","3.8",11.45,-0.702,"21.28","25.89","27.83","26.62","8.25","7.43","11.29","12.78","15.05","15.48"
"CRR",1,1992,"44091.7","4.644","1.91","134.5","15.0","50","0.275","0.050","0.300","2.67","22.2","0.125","0.525","0.350","55.5","2.8",13.99,0.029,"19.04","21.62","26.97","25.35","9.21","8.04","9.31","10.28","13.31","15.45"
"CRR",1,1993,"972.2","2.988","2.61","116.0","na","na","na","na","na","na","18.1","na","na","na","na","na",14.93,0.3,"19.14","24.07","28.97","27.57","9.79","7.07","9.88","12.96","13.85","15.39"
"CRR",1,1996,"na","na","na","94.0","na","na","na","na","0.376","3.15","33.1","na","na","0.303","na","3.3",10.87,-0.869,"18.42","25.74","27.25","27.27","10.15","4.96","12.55","16.04","17.11","17.15"
"CRR",1,1998,"83.5","1.922","4.34","117.0","na","na","na","na","na","na","na","na","na","na","na","na",13.84,-0.014,"21.75","25.12","27.52","27.90","7.45","4.31","12.92","15.85","18.33","18.50"
"CRR",1,2000,"139.2","2.144","na","85.0","na","na","na","na","na","na","na","na","na","na","na","na",20.63,1.942,"20.42","25.83","27.46","27.22","6.34","4.18","12.28","13.55","17.57","20.36"
"CRR",1,2002,"302.8","2.481","na","100.3","na","na","na","na","na","na","na","na","na","na","na","na",7.17,-1.935,"18.59","26.36","28.46","28.19","6.46","2.90","13.89","14.82","14.78","15.52"
"CRR",1,2003,"191.5","2.282","na","129.0","na","na","na","na","na","na","na","na","na","na","na","na",14.9,0.292,"18.87","23.60","27.37","27.14","5.57","4.48","13.20","16.87","17.56","18.19"
"CRR",1,2004,"552.5","2.742","na","125.7","na","na","na","na","na","na","na","na","na","na","na","na",18.24,1.254,"21.68","25.95","27.26","25.86","6.63","4.27","12.28","17.15","18.70","19.02"
"CRR",1,2006,"132.5","2.122","na","145.0","na","na","na","na","na","na","na","na","na","na","na","na",11.36,-0.728,"19.58","24.32","27.62","27.77","6.87","6.36","11.57","12.80","14.48","15.33"
"CRR",1,2008,"76266.2","4.882","na","na","4.7","na","na","0.060","0.060","10.34","83.6","na","na","na","na","na",12.89,-0.287,"17.85","24.92","26.25","25.96","6.85","4.22","12.10","13.44","14.25","14.54"
"CRR",1,2010,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",12.31,-0.454,"21.43","26.50","29.04","28.36","6.24","2.78","13.33","15.53","16.50","17.42"
"CRR",1,2013,"60547.5","4.782","na","119.0","10.4","na","0.749","0.014","0.205","2.95","59.0","na","na","na","na","na",13.57,-0.092,"na","na","na","na","na","na","na","na","na","na"
"CRR",1,2014,"1941.5","3.288","na","152.0","51.4","na","1.440","0.163","0.275","5.42","na","na","na","na","na","na",13.55,-0.097,"na","na","28.50","na","na","na","na","na","14.24","na"
"EFR",2,1987,"na","na","10.87","39.0","26.2","5","0.486","0.129","0.494","4.86","104.7","0.000","0.400","0.775","202.0","7.5",10.8,-0.627,"na","na","na","na","na","na","na","na","na","na"
"EFR",2,1988,"na","na","24.47","62.0","110.8","420","0.450","0.091","0.283","4.56","128.0","0.400","0.700","2.500","na","7.0",8.99,-1.082,"na","na","na","na","na","na","10.91","na","na","na"
"EFR",2,1989,"na","na","8.38","46.0","67.6","15","0.511","0.111","0.406","5.67","95.5","0.300","0.700","1.700","417.0","6.0",10.41,-0.725,"15.38","24.14","26.86","26.02","4.24","2.23","11.09","13.91","14.21","14.31"
"EFR",2,1990,"na","na","5.67","25.2","103.5","78","0.521","0.110","0.661","6.12","66.4","0.033","0.367","1.967","249.7","5.7",12.65,-0.163,"16.59","23.06","26.86","26.54","5.53","1.72","12.16","16.44","16.97","17.18"
"EFR",2,1991,"na","na","na","na","52.9","13.5","0.378","0.075","0.725","6.04","9.7","0.000","0.283","0.050","239.0","6.3",15.12,0.458,"22.24","26.75","27.19","26.50","4.44","1.79","11.76","13.15","14.75","15.13"
"EFR",2,1995,"4962.2","3.696","7.78","35.6","na","na","na","na","na","9.46","87.5","na","na","na","na","11.5",12.46,-0.21,"18.75","25.09","27.23","29.52","4.15","0.62","12.54","18.47","18.62","18.68"
"EFR",2,1997,"na","na","16.37","42.3","14.9","17.2","0.032","na","0.764","7.51","na","na","na","0.521","na","7.2",18.26,1.247,"15.39","22.89","28.81","26.77","3.86","3.10","10.62","16.18","19.95","20.18"
"EFR",2,2001,"7777.0","3.891","na","36.3","na","na","na","na","na","na","na","na","na","na","na","na",22.18,2.231,"20.42","24.48","27.17","28.26","3.89","1.31","8.48","11.94","14.97","21.69"
"EFR",2,2003,"16434.3","4.216","34.08","40.7","111.2","40.775","0.785","na","0.437","7.52","82.4","na","0.553","0.409","214.5","5.9",15.33,0.511,"19.46","23.27","27.42","27.52","4.41","1.09","13.78","18.36","18.83","19.64"
"EFR",2,2007,"2260.9","3.354","na","52.0","na","na","0.637","0.018","0.010","5.81","92.0","0.000","0.826","0.407","163.0","7.1",7.49,-1.459,"22.65","24.98","26.49","27.77","3.84","1.26","7.91","8.77","9.84","10.18"
"EFR",2,2008,"59671.3","4.776","na","na","102.0","na","na","0.040","0.084","6.73","105.3","0.105","na","0.250","470.0","8.3",10.6,-0.678,"18.86","25.66","26.88","26.08","4.00","1.50","11.91","16.08","16.73","16.91"
"EFR",2,2009,"505107.5","5.703","na","34.5","300.0","na","1.137","0.126","0.245","14.00","92.0","0.028","1.027","1.673","646.7","13.4",17.61,1.083,"21.56","24.98","25.54","27.84","3.47","0.92","10.71","13.38","14.22","22.19"
"EFR",2,2010,"536722.5","5.730","na","44.8","96.2","na","1.674","0.057","0.193","6.41","89.3","0.000","0.936","1.231","236.8","6.8",13.19,-0.027,"20.78","26.47","28.81","29.14","3.35","0.45","14.40","18.02","20.27","20.27"
"EFR",2,2011,"483738.4","5.685","na","45.0","na","na","na","na","na","na","na","na","na","0.570","na","na",13.87,0.144,"na","na","na","na","na","na","na","na","na","na"
"EFR",2,2012,"1316.4","3.119","12.15","59.7","105.3","na","0.983","0.069","0.178","6.10","85.0","0.000","0.560","1.025","325.0","4.1",8.38,-1.235,"22.81","26.00","28.06","27.33","2.23","-0.08","15.14","16.24","16.48","16.38"
"EFR",2,2013,"638834.3","5.805","na","33.3","81.4","na","1.190","0.041","0.216","8.42","91.8","0.033","0.200","1.050","245.0","5.6",15.36,0.518,"na","na","27.52","26.98","na","na","na","na","na","16.50"
"EFR",2,2014,"564399.6","5.752","na","38.3","58.8","na","2.177","0.167","0.053","7.64","103.3","0.130","2.400","0.189","390.5","10.8",11.16,-0.537,"na","na","26.55","25.59","na","na","na","na","15.59","15.42"
"EFR",2,2017,"12803359.0","7.107","5.46","22.0","165.7","175.5","1.667","0.115","0.118","11.98","90.5","0.087","0.665","0.901","263.0","7.9",12.99,-0.077,"20.55","25.94","26.56","25.81","2.48","0.09","15.31","16.56","21.80","20.92"
"GRR",2,1987,"na","na","3.00","na","5.0","5","0.100","0.050","0.300","1.00","47.5","0.000","0.175","0.050","8.5","2.0",19.83,1.491,"na","na","na","na","na","na","na","na","na","na"
"GRR",2,1988,"na","na","2.40","120.0","50.0","na","0.400","0.050","0.450","1.25","45.0","0.000","0.267","0.067","103.3","1.7",13.06,-0.183,"na","na","na","na","na","na","na","na","na","na"
"GRR",2,1989,"na","na","11.88","72.0","7.3","5","0.200","na","na","na","47.0","0.100","0.250","0.900","21.5","2.0",12.43,-0.339,"18.29","24.90","26.29","26.38","8.89","2.84","9.30","11.68","14.36","15.20"
"GRR",2,1992,"20524.7","4.312","10.69","108.0","44.3","52","0.950","0.064","0.200","4.11","34.4","0.050","0.900","0.700","276.0","3.7",16.01,0.546,"na","22.20","25.18","24.28","na","5.10","na","12.04","15.27","15.65"
"GRR",2,1993,"6600.0","3.820","4.22","90.0","na","na","na","na","na","na","62.2","na","na","na","na","na",10.62,-0.786,"19.49","24.84","29.44","28.26","7.63","6.08","10.40","10.83","11.67","12.79"
"GRR",2,1995,"2733.3","3.437","4.35","85.0","na","na","na","na","na","6.08","34.0","na","na","na","na","4.7",8.59,-1.288,"19.48","26.43","28.94","30.00","6.06","1.28","12.13","16.23","17.08","17.34"
"GRR",2,1996,"na","na","na","79.3","na","na","na","na","na","3.91","47.0","na","na","0.441","na","3.2",15.2,0.346,"19.84","26.51","27.41","27.39","4.95","2.73","12.51","14.67","16.36","18.37"
"GRR",2,1997,"na","na","7.31","59.3","na","na","na","na","0.005","5.47","na","na","na","0.005","na","4.0",18.8,1.236,"17.11","22.34","29.37","26.94","5.45","2.88","12.60","14.67","16.17","16.13"
"GRR",2,1998,"2063.9","3.315","10.84","73.0","na","na","na","na","na","na","na","na","na","na","na","na",16.3,0.618,"23.49","26.11","28.92","27.92","5.53","2.93","14.43","16.27","18.12","17.92"
"GRR",2,1999,"2475.2","3.394","na","90.0","9.2","5.833333333","0.350","na","0.290","3.13","37.5","na","0.300","0.140","16.7","2.4",5.96,-1.939,"21.64","25.98","28.83","27.99","6.95","3.81","12.09","12.63","13.36","13.87"
"GRR",2,2000,"2563.1","3.409","na","78.0","na","na","na","na","na","na","na","na","na","na","na","na",12.66,-0.282,"21.03","25.95","27.42","27.16","4.83","2.03","13.26","13.89","14.38","15.27"
"GRR",2,2001,"7629.7","3.883","na","74.0","na","na","na","na","na","na","na","na","na","na","na","na",11.37,-0.601,"22.23","25.10","27.59","28.85","4.81","3.01","10.42","11.57","12.41","13.28"
"GRR",2,2003,"35664.3","4.552","na","39.3","na","na","na","na","na","na","na","na","na","na","na","na",15.84,0.504,"19.75","24.21","27.67","28.39","4.34","1.56","11.75","14.05","15.05","15.44"
"GRR",2,2004,"59756.5","4.776","na","38.3","na","na","na","na","na","na","na","na","na","na","na","na",13.95,0.037,"22.59","26.17","27.74","26.54","4.24","1.96","11.74","14.27","14.90","15.63"
"GRR",2,2006,"1387.5","3.142","na","78.7","30.0","na","0.559","na","0.113","3.56","44.1","na","0.587","0.537","83.3","4.0",16.77,0.734,"20.43","25.53","28.01","28.47","5.00","2.19","11.84","13.33","14.36","14.97"
"GRR",2,2013,"451559.0","5.655","na","na","11.2","na","0.290","0.011","0.160","2.86","54.0","0.000","0.580","0.230","20.0","4.9",20.03,1.54,"na","na","na","na","na","na","na","na","na","na"
"GRR",2,2014,"260796.2","5.416","na","70.0","8.1","na","0.900","0.059","0.011","3.50","na","0.065","0.900","0.022","28.7","2.7",13.33,-0.116,"na","na","25.99","na","na","na","na","na","na","na"
"HTR",3,1987,"na","na","25.80","na","164.0","157.5","1.300","0.200","7.200","7.00","150.5","0.100","0.750","2.000","348.0","9.0",13.06,-0.075,"na","na","na","na","na","na","na","na","na","na"
"HTR",3,1988,"na","na","46.00","24.0","65.0","13.5","0.950","0.050","0.600","4.50","177.5","0.167","0.600","0.333","223.3","3.7",6.94,-1.423,"na","na","na","na","na","na","na","na","na","na"
"HTR",3,1995,"2119.4","3.326","na","18.0","na","na","na","na","na","13.85","118.0","na","na","0.412","na","15.5",8.05,-1.179,"15.36","22.92","24.69","28.09","na","na","na","na","na","na"
"HTR",3,1996,"na","na","na","9.0","na","na","na","na","na","7.12","103.0","na","na","8.720","na","6.9",14.12,0.158,"13.83","23.36","24.96","24.76","na","na","na","na","na","na"
"HTR",3,1997,"na","na","44.43","15.0","na","na","na","na","2.445","10.70","na","na","na","1.130","na","12.1",15.51,0.464,"13.95","24.37","24.97","23.26","na","na","na","na","na","na"
"HTR",3,1998,"3243.7","3.511","60.00","24.0","na","na","na","na","na","na","na","na","na","na","na","na",19.1,1.255,"22.50","25.88","27.84","24.84","na","na","na","na","na","na"
"HTR",3,1999,"3942.7","3.596","na","20.0","80.0","35","na","na","na","6.80","140.0","na","1.700","0.400","200.0","6.6",8.19,-1.148,"18.75","23.29","27.04","26.80","na","na","na","na","na","na"
"HTR",3,2000,"6094.8","3.785","na","24.0","na","na","na","na","na","na","na","na","na","na","na","na",17.64,0.933,"18.26","na","26.16","25.46","na","na","na","na","na","na"
"HTR",3,2002,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",7.85,-1.223,"15.55","24.94","27.67","27.90","na","na","na","na","na","na"
"HTR",3,2003,"4341.1","3.638","na","30.0","na","na","na","na","na","na","na","na","na","na","na","na",22.16,1.929,"14.91","21.18","25.12","na","na","na","na","na","na","na"
"HTR",3,2004,"4484.8","3.652","na","17.0","na","na","na","na","na","na","na","na","na","na","na","na",20.54,1.572,"19.70","25.26","25.43","22.95","na","na","na","na","na","na"
"HTR",3,2005,"8238.4","3.916","na","15.0","na","na","na","na","na","na","na","na","na","na","na","na",9.54,-0.851,"18.88","24.37","27.86","27.79","na","na","na","na","na","na"
"HTR",3,2006,"1878.7","3.274","na","23.0","346.0","na","2.160","na","0.782","na","150.0","na","1.700","0.760","470.0","na",11.69,-0.377,"18.08","23.47","27.30","26.66","na","na","na","na","na","na"
"HTR",3,2007,"8392.3","3.924","na","20.0","na","na","1.684","0.092","0.008","7.08","167.0","0.000","0.583","3.898","9.0","7.3",13.65,0.055,"19.45","26.87","27.07","27.44","na","na","na","na","na","na"
"HTR",3,2008,"30293.2","4.481","na","24.0","206.7","na","1.009","0.404","0.523","18.29","184.3","0.099","1.050","2.650","170.0","20.5",11.8,-0.353,"16.47","23.30","26.46","25.48","na","na","na","na","na","na"
"HTR",3,2009,"na","na","na","12.5","557.1","na","2.244","0.612","12.556","18.46","144.0","0.675","1.570","3.450","705.0","22.0",9.32,-0.899,"18.70","25.58","24.93","23.83","na","na","na","na","na","na"
"HTR",3,2010,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",15.78,0.524,"19.55","22.95","28.41","26.45","na","na","na","na","na","na"
"HTR",3,2012,"152738.4","5.184","61.25","15.0","190.0","na","2.360","0.078","9.680","5.60","122.5","0.000","1.400","12.000","140.0","4.0",9.48,-0.864,"na","24.25","na","na","na","na","na","na","na","na"
"HTR",3,2013,"91747.4","4.963","na","23.0","106.5","na","1.267","0.028","0.239","7.18","176.7","na","na","na","na","na",12.22,-0.26,"na","na","na","na","na","na","na","na","na","na"
"HTR",3,2014,"529262.6","5.724","na","16.0","121.0","na","2.500","0.183","1.930","7.45","na","na","na","na","na","na",12.18,-0.269,"na","na","na","na","na","na","na","na","na","na"
"HTR",3,2018,"1413638.8","6.150","18.56","20.0","398.4","257","1.387","0.250","2.367","10.87","109.8","0.190","1.820","3.680","518.0","13.3",18.84,1.198,"23.05","22.94","26.81","24.68","na","na","na","na","na","na"
"MNR",1,1988,"na","na","20.60","75.0","35.6","282.5","0.390","0.050","0.271","2.20","28.6","0.100","0.533","0.083","40.3","3.3",7.96,-1.108,"na","na","na","na","na","na","na","na","na","na"
"MNR",1,1989,"na","na","5.50","72.0","21.3","12","0.200","0.050","0.160","2.20","28.9","0.133","0.271","0.433","37.9","3.7",16.17,0.795,"16.48","24.28","26.76","25.67","7.95","3.39","11.59","14.71","16.68","18.00"
"MNR",1,1992,"31378.6","4.497","4.38","117.0","126.8","42.75","0.633","0.280","na","5.00","28.9","0.133","0.367","0.900","42.3","5.0",19.07,1.467,"18.60","24.22","25.80","25.67","8.49","2.68","13.06","15.47","19.21","21.66"
"MNR",1,1994,"na","na","10.76","72.4","na","na","na","na","na","6.02","na","na","na","na","na","8.0",8.96,-0.877,"17.94","26.34","27.69","26.20","4.27","0.89","14.38","15.82","17.65","19.06"
"MNR",1,1995,"22185.3","4.346","3.32","53.7","na","na","na","na","na","5.66","25.4","na","na","0.045","na","7.4",12.29,-0.105,"18.43","24.94","26.89","30.34","5.44","1.47","14.39","16.30","17.80","18.82"
"MNR",1,2000,"757.8","2.880","na","101.5","na","na","na","na","na","na","na","na","na","na","na","na",18.38,1.307,"19.32","24.74","28.00","27.42","5.31","2.08","13.53","17.57","20.18","21.12"
"MNR",1,2003,"2501.0","3.398","na","115.0","na","na","na","na","na","na","na","na","na","na","na","na",16.58,0.89,"18.01","22.74","27.03","27.97","5.77","2.63","14.28","16.95","19.59","20.86"
"MNR",1,2007,"2843.5","3.454","na","84.0","na","na","0.379","0.018","0.008","2.96","33.0","0.260","0.696","0.038","17.0","4.7",8.56,-0.969,"21.06","25.11","27.01","28.54","4.23","1.35","12.16","15.08","17.21","19.52"
"MNR",1,2011,"na","na","na","na","na","na","na","na","na","na","na","na","na","na","na","na",8.07,-1.083,"na","na","na","na","na","na","na","na","na","na"
"MNR",1,2012,"na","na","na","72.0","na","na","na","na","na","na","na","na","na","na","na","na",8.13,-1.069,"na","na","na","25.69","na","na","na","na","na","21.00"
"MNR",1,2013,"8628.3","3.936","na","126.0","20.0","na","0.725","0.011","0.117","5.01","40.5","0.081","0.895","0.440","36.0","6.0",9.27,-0.805,"na","na","na","26.39","na","na","na","na","na","19.59"
"MNR",1,2015,"49067.8","4.691","3.62","87.0","30.3","na","1.000","0.168","0.148","7.36","32.0","0.177","1.600","0.172","58.0","12.0",14.52,0.412,"na","na","26.56","27.13","na","na","na","na","19.29","21.32"
"MNR",1,2017,"295307.0","5.470","8.11","84.0","25.9","9.1","0.632","0.086","0.003","6.42","42.6","0.137","0.357","0.304","44.3","3.8",14.26,0.352,"18.51","25.33","27.71","26.95","6.05","0.96","14.82","16.63","20.34","20.58"
"MSR",3,1987,"na","na","20.75","54.0","9.0","9","0.325","0.050","3.625","3.50","146.8","0.100","0.450","2.100","256.0","7.5",19.06,1.048,"na","na","na","na","na","na","na","na","na","na"
"MSR",3,1989,"na","na","6.00","18.5","69.4","32.6","0.560","0.150","3.300","3.80","134.2","0.300","0.550","4.550","77.0","4.0",12.83,-0.19,"14.92","22.28","25.35","24.65","10.50","3.11","12.81","18.20","21.01","22.63"
"MSR",3,1990,"na","na","10.50","na","na","na","na","na","na","na","na","na","na","na","na","na",17.92,0.821,"14.13","20.15","24.07","23.88","8.25","5.59","12.79","18.17","20.46","21.23"
"MSR",3,1991,"na","na","na","42.0","na","na","na","0.063","na","4.20","153.8","0.000","0.500","0.800","97.5","5.0",11.38,-0.478,"18.74","25.35","27.10","23.60","7.43","0.69","13.38","17.00","18.53","19.22"
"MSR",3,1992,"6024.6","3.780","7.93","36.0","5.0","5","1.550","0.050","4.550","7.00","88.1","0.050","1.300","2.850","92.5","6.5",13.25,-0.106,"15.93","18.37","23.20","22.62","6.72","4.71","12.72","16.20","20.83","21.13"
"MSR",3,1993,"11316.9","4.054","8.77","26.3","na","na","na","0.143","na","5.86","82.3","0.033","na","na","na","6.7",15.84,0.408,"16.56","19.83","25.93","25.50","7.25","3.89","13.21","17.29","22.32","23.63"
"MSR",3,1994,"na","na","8.93","38.0","na","na","na","na","na","11.67","na","na","na","na","na","13.5",16.2,0.48,"16.96","24.69","25.34","na","6.40","2.13","13.52","16.14","18.46","na"
"MSR",3,1996,"na","na","na","42.7","na","na","na","na","na","7.37","125.0","na","na","4.260","na","5.8",11.88,-0.378,"13.89","22.64","25.34","26.10","7.12","4.53","12.93","17.17","19.70","21.94"
"MSR",3,1998,"1807.9","3.257","18.67","43.0","na","na","0.567","na","na","5.70","110.0","na","0.800","na","na","7.3",30.62,3.344,"21.38","22.75","27.18","26.09","7.68","1.55","14.51","19.18","22.72","22.73"
"MSR",3,1999,"2092.9","3.321","na","46.7","20.0","10.83333333","0.700","na","3.200","5.32","120.0","na","1.100","1.100","155.0","4.8",6.03,-1.54,"18.26","23.43","27.41","25.96","5.27","1.85","13.56","18.54","20.03","21.02"
"MSR",3,2000,"4365.0","3.640","na","32.3","na","na","na","na","na","na","na","na","na","na","na","na",11.94,-0.366,"18.67","21.99","24.91","25.30","5.77","2.88","15.06","19.85","23.41","23.95"
"MSR",3,2003,"362.5","2.559","na","54.0","na","na","na","na","na","na","na","na","na","na","na","na",18.69,0.974,"17.23","22.31","25.60","25.51","8.82","4.55","15.75","19.50","22.27","22.97"
"MSR",3,2005,"7298.2","3.863","na","60.0","na","na","na","na","na","na","na","na","na","na","na","na",10.13,-0.726,"14.90","25.87","27.97","28.65","6.46","0.82","11.50","15.08","18.34","18.94"
"MSR",3,2008,"43463.0","4.638","na","37.0","56.3","na","0.904","0.058","2.598","17.20","152.5","0.014","1.285","0.175","560.0","18.5",10.54,-0.645,"15.70","21.30","25.46","25.76","5.49","2.33","13.94","19.41","22.90","23.92"
"MSR",3,2009,"na","na","na","38.5","118.6","na","0.969","0.118","10.300","16.90","160.0","0.068","0.728","5.125","275.0","16.0",10.7,-0.613,"18.22","24.01","24.33","25.00","6.42","1.55","15.50","18.60","20.56","22.03"
"MSR",3,2010,"38449.8","4.585","na","14.5","94.6","na","2.004","0.025","1.657","5.68","116.2","0.085","1.100","2.800","140.0","4.0",17.07,0.652,"17.81","26.32","28.42","27.70","5.05","3.17","15.86","20.79","23.93","25.14"
"MSR",3,2013,"242895.0","5.385","na","38.0","31.4","na","0.964","0.044","0.914","5.36","170.0","na","na","na","na","na",10.86,-0.581,"na","na","na","na","na","na","na","na","na","na"
"MSR",3,2014,"111482.9","5.047","na","32.0","114.2","na","1.850","0.141","0.858","6.18","142.8","na","na","na","na","na",11.13,-0.527,"na","na","na","na","na","na","na","na","na","na"
"MSR",3,2015,"36262.2","4.559","3.22","51.0","30.2","na","1.680","0.344","0.279","5.64","186.0","0.226","2.700","1.140","117.0","5.0",22.03,1.638,"na","na","na","23.99","na","na","na","na","na","22.93"
"MSR",3,2016,"618491.5","5.791","13.11","47.0","68.8","na","0.730","0.136","0.210","6.64","141.0","0.231","0.974","1.140","188.0","6.8",12.64,-0.227,"16.90","24.50","27.26","26.14","6.19","1.90","12.59","16.97","20.21","21.31"
"MSR",3,2017,"2158500.0","6.334","24.00","24.0","23.0","50.55","1.057","0.106","3.649","8.97","na","0.084","0.510","3.480","96.0","5.2",18.72,0.98,"na","22.84","26.37","25.04","na","3.55","na","19.72","22.66","23.57"
"MSR",3,2018,"701070.2","5.846","14.43","58.0","158.8","93.3","0.929","0.156","1.067","6.65","131.3","0.155","1.270","1.660","345.0","11.0",19.11,1.058,"19.67","23.29","26.82","26.44","7.25","2.87","11.71","19.55","22.50","24.04"
"NRR",3,1988,"124.3","2.094","2.20","144.0","5.0","52.5","0.200","0.050","1.467","1.00","112.0","0.100","0.200","1.450","96.0","0.8",11.77,-0.202,"na","na","na","na","na","na","na","na","na","na"
"NRR",3,1989,"na","na","4.50","96.0","13.7","17","0.300","0.050","0.400","1.67","119.5","0.000","0.175","1.500","68.3","2.1",12.79,0.078,"19.58","24.89","26.87","27.42","4.31","1.63","10.28","11.98","15.12","17.24"
"NRR",3,1991,"na","na","na","131.0","25.3","11.66666667","0.200","0.050","0.800","2.33","88.5","0.000","0.350","1.350","61.0","3.8",8.96,-0.973,"21.88","27.04","29.45","27.96","5.18","2.28","11.43","12.56","12.69","13.75"
"NRR",3,1992,"7673.6","3.885","9.10","65.3","188.0","76","0.400","0.075","0.500","5.78","69.5","0.083","na","2.650","163.3","5.5",16.54,1.106,"20.27","23.83","26.50","26.12","3.73","0.50","11.27","14.39","17.49","19.86"
"NRR",3,1994,"na","na","6.52","87.3","na","na","na","na","na","9.86","na","na","na","na","na","5.8",7.92,-1.258,"18.84","25.28","27.21","24.94","4.04","1.10","12.38","12.73","13.25","13.08"
"NRR",3,1996,"na","na","na","64.7","na","na","na","na","na","4.00","79.2","na","na","1.478","na","3.0",13.75,0.341,"17.90","23.17","24.80","24.98","5.61","1.58","11.39","14.29","15.18","16.08"
"NRR",3,1997,"na","na","9.76","50.0","10.3","na","na","na","1.416","4.47","na","0.079","na","1.961","na","5.8",12.12,-0.106,"14.26","19.75","25.23","22.53","4.64","2.22","10.07","11.71","13.52","13.34"
"NRR",3,1999,"382.3","2.582","na","75.0","5.8","6.666666667","0.300","na","0.765","2.50","90.0","0.067","0.440","1.540","107.5","3.4",8.86,-1.0,"22.39","26.55","29.32","28.32","5.75","2.95","9.60","10.94","11.47","12.49"
"NRR",3,2002,"na","na","na","61.7","na","na","na","na","na","na","na","na","na","na","na","na",9.91,-0.712,"19.44","26.62","29.48","28.81","3.37","0.89","15.62","15.93","16.00","16.49"
"NRR",3,2004,"34053.5","4.532","na","41.3","na","na","na","na","na","na","na","na","na","na","na","na",10.48,-0.556,"21.69","26.24","27.73","26.44","2.84","0.67","13.44","18.94","19.33","21.01"
"NRR",3,2005,"3080.0","3.489","na","108.0","na","na","na","na","na","na","na","na","na","na","na","na",16.35,1.054,"20.56","26.63","28.89","29.30","3.50","0.41","11.87","13.11","13.65","14.14"
"NRR",3,2006,"616.0","2.790","na","62.5","16.3","na","1.238","na","0.434","3.35","72.2","na","0.543","1.908","110.0","2.3",11.29,-0.334,"20.47","26.39","28.75","28.56","4.00","1.31","11.49","17.64","18.99","19.72"
"NRR",3,2008,"30082.1","4.478","na","na","1.9","na","na","0.021","0.078","9.85","95.8","na","na","na","na","na",7.91,-1.261,"18.75","26.24","27.05","27.79","4.92","0.96","14.71","15.73","16.53","17.03"
"NRR",3,2009,"na","na","na","75.0","23.9","na","0.735","0.084","2.895","9.42","88.5","0.066","0.769","10.063","151.5","12.6",15.88,0.925,"20.56","26.92","26.95","26.82","5.34","0.81","15.86","18.14","20.10","21.33"
"NRR",3,2010,"22885.1","4.360","na","116.0","na","na","na","na","na","na","na","na","na","na","na","na",12.34,-0.046,"21.56","27.93","29.17","29.53","4.99","0.82","14.96","17.81","18.33","18.98"
"NRR",3,2012,"79974.5","4.903","na","107.0","na","na","na","na","na","na","na","na","na","na","na","na",11.86,-0.177,"na","na","na","na","na","na","na","na","na","na"
"NRR",3,2016,"331181.9","5.520","6.38","75.0","12.0","na","0.473","0.092","0.168","4.88","87.3","na","na","na","na","na",21.29,2.409,"21.24","26.10","29.16","29.59","4.11","2.47","14.84","17.26","19.77","22.62"
"PRR",1,1991,"na","na","na","124.0","na","na","na","0.050","na","na","87.0","0.000","0.600","0.175","5.0","8.0",7.07,-1.363,"22.00","27.23","30.08","26.90","7.16","2.75","13.29","13.91","15.47","16.50"
"PRR",1,1995,"370.2","2.568","na","189.0","na","na","na","na","na","5.40","55.0","na","na","na","na","7.3",16.13,1.066,"20.31","25.47","27.35","30.65","5.40","1.71","15.22","16.17","17.16","17.18"
